,district,elevation,Area,lat,lng,Year,Disaster Internal Displacements,Hazard Type,total_precip,drought_index,total solar,heavy rain,storm days,extreme temp,severerisk,low_pressure_days,pressure_anomaly,Country / Territory,population,Count of Disasters,pdensity,distancetowater,distancetowater1,distancetowater2,Country Code,gdp
238,kapelebyong,1113,1201600718.0,2.211,33.7518,2023,160,Flood,954.4,122.0,7944.0,155.0,0.0,41.0,10.0,0.0,183.0,Uganda,148364.0254213104,5,123.47198466080675,52524.47427,54383.18679,63216.53596,UGA,49272882213.623
239,ntoroko,627,1402372168.0,1.05,30.535,2023,100,Flood,886.8,88.0,7633.3,168.0,0.0,0.0,2.0,0.0,193.0,Uganda,107656.03778090356,4,76.76709523866104,123006.825,137912.8058,140379.7614,UGA,49272882213.623
240,ntoroko,627,1402372168.0,1.05,30.535,2023,600,Flood,886.8,88.0,7633.3,168.0,0.0,0.0,2.0,0.0,193.0,Uganda,107656.03778090356,4,76.76709523866104,123006.825,137912.8058,140379.7614,UGA,49272882213.623
241,ntoroko,627,1402372168.0,1.05,30.535,2023,640,Flood,886.8,88.0,7633.3,168.0,0.0,0.0,2.0,0.0,193.0,Uganda,107656.03778090356,4,76.76709523866104,123006.825,137912.8058,140379.7614,UGA,49272882213.623
242,ntoroko,627,1402372168.0,1.05,30.535,2023,230,Flood,886.8,88.0,7633.3,168.0,0.0,0.0,2.0,0.0,193.0,Uganda,107656.03778090356,4,76.76709523866104,123006.825,137912.8058,140379.7614,UGA,49272882213.623
243,bundibugyo,945,851350666.0,0.7125,30.06,2019,300,Flood,1447.6,63.0,6860.0,241.0,1.0,2.0,0.0,0.0,176.0,Uganda,320337.452629089,3,376.2696917054964,79730.09458,86004.18411,89181.63951,UGA,35348155095.4215
244,bundibugyo,945,851350666.0,0.7125,30.06,2019,110,Flood,1447.6,63.0,6860.0,241.0,1.0,2.0,0.0,0.0,176.0,Uganda,320337.452629089,3,376.2696917054964,79730.09458,86004.18411,89181.63951,UGA,35348155095.4215
245,bundibugyo,945,851350666.0,0.7125,30.06,2019,980,Flood,1447.6,63.0,6860.0,241.0,1.0,2.0,0.0,0.0,176.0,Uganda,320337.452629089,3,376.2696917054964,79730.09458,86004.18411,89181.63951,UGA,35348155095.4215
246,bundibugyo,945,851350666.0,0.7125,30.06,2020,980,Flood,1766.2,58.0,7099.9,254.0,0.0,0.0,0.0,0.0,183.0,Uganda,329674.213539124,1,387.2366895395416,79730.09458,86004.18411,89181.63951,UGA,37600368239.8824
247,rakai,1251,1591744540.0,-0.71,31.405,2016,1100,Earthquake,886.6,127.0,7397.4,163.0,0.0,0.0,0.0,0.0,193.0,Uganda,361276.161769032,1,226.9686829075173,12848.44773,17060.83727,19527.9773,UGA,29203988696.2626
248,isingiro,1288,2648362480.0,0.8111,30.758,2020,2550,Flood,1663.5,61.0,7023.4,241.0,0.0,0.0,0.0,0.0,191.0,Uganda,756401.577545702,1,285.61104579071895,111031.1551,130276.9188,130330.9365,UGA,37600368239.8824
249,somaliland,1262,95384663563.0,9.5547,44.0691,2017,410,Wildfire,150.1,293.0,9201.0,34.0,64.0,4.0,0.0,0.0,189.0,Somalia,3377592.41336536,1,35.410225157784566,1082342.803,1082562.186,1184245.776,SOM,8252394373.29698
250,somaliland,1262,95384663563.0,9.5547,44.0691,2018,240,Storm,176.0,285.0,9020.8,35.0,57.0,1.0,0.0,0.0,180.0,Somalia,3472536.53885007,1,36.405606615748205,1082342.803,1082562.186,1184245.776,SOM,8278212314.40466
251,somaliland,1262,95384663563.0,9.5547,44.0691,2022,36,Flood,246.9,217.0,8790.7,52.0,67.0,0.0,2.0,0.0,184.0,Somalia,3905068.825452403,2,40.94021700745602,1082342.803,1082562.186,1184245.776,SOM,10419541202.0391
252,somaliland,1262,95384663563.0,9.5547,44.0691,2022,1700,Flood,246.9,217.0,8790.7,52.0,67.0,0.0,2.0,0.0,184.0,Somalia,3905068.825452403,2,40.94021700745602,1082342.803,1082562.186,1184245.776,SOM,10419541202.0391
253,somaliland,1262,95384663563.0,9.5547,44.0691,2023,120,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
254,somaliland,1262,95384663563.0,9.5547,44.0691,2023,310,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
255,somaliland,1262,95384663563.0,9.5547,44.0691,2023,4,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
256,somaliland,1262,95384663563.0,9.5547,44.0691,2023,27,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
257,somaliland,1262,95384663563.0,9.5547,44.0691,2023,640,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
258,somaliland,1262,95384663563.0,9.5547,44.0691,2023,410,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
259,somaliland,1262,95384663563.0,9.5547,44.0691,2023,15,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
260,somaliland,1262,95384663563.0,9.5547,44.0691,2023,1700,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
261,somaliland,1262,95384663563.0,9.5547,44.0691,2023,480,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
262,somaliland,1262,95384663563.0,9.5547,44.0691,2023,720,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
263,somaliland,1262,95384663563.0,9.5547,44.0691,2023,6,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
264,somaliland,1262,95384663563.0,9.5547,44.0691,2023,330,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
265,somaliland,1262,95384663563.0,9.5547,44.0691,2023,41,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
266,somaliland,1262,95384663563.0,9.5547,44.0691,2023,570,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
267,somaliland,1262,95384663563.0,9.5547,44.0691,2023,120,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
268,somaliland,1262,95384663563.0,9.5547,44.0691,2023,150,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
269,somaliland,1262,95384663563.0,9.5547,44.0691,2023,960,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
270,somaliland,1262,95384663563.0,9.5547,44.0691,2023,100,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
271,somaliland,1262,95384663563.0,9.5547,44.0691,2023,31,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
272,somaliland,1262,95384663563.0,9.5547,44.0691,2023,140,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
273,somaliland,1262,95384663563.0,9.5547,44.0691,2023,210,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
274,somaliland,1262,95384663563.0,9.5547,44.0691,2023,350,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
275,somaliland,1262,95384663563.0,9.5547,44.0691,2023,290,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
276,somaliland,1262,95384663563.0,9.5547,44.0691,2023,210,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
277,somaliland,1262,95384663563.0,9.5547,44.0691,2023,220,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
278,somaliland,1262,95384663563.0,9.5547,44.0691,2023,27,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
279,somaliland,1262,95384663563.0,9.5547,44.0691,2023,300,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
280,somaliland,1262,95384663563.0,9.5547,44.0691,2023,610,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
281,somaliland,1262,95384663563.0,9.5547,44.0691,2023,20,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
282,somaliland,1262,95384663563.0,9.5547,44.0691,2023,310,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
283,somaliland,1262,95384663563.0,9.5547,44.0691,2023,570,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
284,somaliland,1262,95384663563.0,9.5547,44.0691,2023,200,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
285,somaliland,1262,95384663563.0,9.5547,44.0691,2023,280,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
286,somaliland,1262,95384663563.0,9.5547,44.0691,2023,290,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
287,somaliland,1262,95384663563.0,9.5547,44.0691,2023,60,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
288,somaliland,1262,95384663563.0,9.5547,44.0691,2023,470,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
289,somaliland,1262,95384663563.0,9.5547,44.0691,2023,980,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
290,somaliland,1262,95384663563.0,9.5547,44.0691,2023,250,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
291,somaliland,1262,95384663563.0,9.5547,44.0691,2023,100,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
292,somaliland,1262,95384663563.0,9.5547,44.0691,2023,280,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
293,somaliland,1262,95384663563.0,9.5547,44.0691,2023,190,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
294,somaliland,1262,95384663563.0,9.5547,44.0691,2023,4,Flood,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
295,somaliland,1262,95384663563.0,9.5547,44.0691,2023,300,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
296,somaliland,1262,95384663563.0,9.5547,44.0691,2023,7,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
297,somaliland,1262,95384663563.0,9.5547,44.0691,2023,5,Drought,541.9,174.0,8450.7,92.0,60.0,0.0,10.0,0.0,178.0,Somalia,4028078.493454154,45,42.22983384319089,1082342.803,1082562.186,1184245.776,SOM,11679800110.1523
298,south west administration,395,95423792205.0,3.1,43.65,2021,33,Flood,1033.3,167.0,8704.1,130.0,0.0,159.0,0.0,0.0,183.0,Somalia,4555673.893040297,1,47.741488655714825,385720.6654,386206.6167,491177.6874,SOM,9838711529.45848
299,south west administration,395,95423792205.0,3.1,43.65,2022,18,Flood,370.7,173.0,8106.2,78.0,0.0,103.0,1.0,0.0,183.0,Somalia,4699177.620671066,1,49.245345548369855,385720.6654,386206.6167,491177.6874,SOM,10419541202.0391
300,south west administration,395,95423792205.0,3.1,43.65,2023,19000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
301,south west administration,395,95423792205.0,3.1,43.65,2023,21000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
302,south west administration,395,95423792205.0,3.1,43.65,2023,4900,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
303,south west administration,395,95423792205.0,3.1,43.65,2023,13000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
304,south west administration,395,95423792205.0,3.1,43.65,2023,35000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
305,south west administration,395,95423792205.0,3.1,43.65,2023,15000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
306,south west administration,395,95423792205.0,3.1,43.65,2023,22000,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
307,south west administration,395,95423792205.0,3.1,43.65,2023,9700,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
308,south west administration,395,95423792205.0,3.1,43.65,2023,33000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
309,south west administration,395,95423792205.0,3.1,43.65,2023,23000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
310,south west administration,395,95423792205.0,3.1,43.65,2023,2500,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
311,south west administration,395,95423792205.0,3.1,43.65,2023,16000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
312,south west administration,395,95423792205.0,3.1,43.65,2023,11000,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
313,south west administration,395,95423792205.0,3.1,43.65,2023,200,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
314,south west administration,395,95423792205.0,3.1,43.65,2023,360,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
315,south west administration,395,95423792205.0,3.1,43.65,2023,590,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
316,south west administration,395,95423792205.0,3.1,43.65,2023,1900,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
317,south west administration,395,95423792205.0,3.1,43.65,2023,9,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
318,south west administration,395,95423792205.0,3.1,43.65,2023,120,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
319,south west administration,395,95423792205.0,3.1,43.65,2023,120,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
320,south west administration,395,95423792205.0,3.1,43.65,2023,200,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
321,south west administration,395,95423792205.0,3.1,43.65,2023,320,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
322,south west administration,395,95423792205.0,3.1,43.65,2023,200,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
323,south west administration,395,95423792205.0,3.1,43.65,2023,500,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
324,south west administration,395,95423792205.0,3.1,43.65,2023,620,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
325,south west administration,395,95423792205.0,3.1,43.65,2023,400,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
326,south west administration,395,95423792205.0,3.1,43.65,2023,290,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
327,south west administration,395,95423792205.0,3.1,43.65,2023,100,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
328,south west administration,395,95423792205.0,3.1,43.65,2023,370,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
329,south west administration,395,95423792205.0,3.1,43.65,2023,470,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
330,south west administration,395,95423792205.0,3.1,43.65,2023,900,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
331,south west administration,395,95423792205.0,3.1,43.65,2023,140,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
332,south west administration,395,95423792205.0,3.1,43.65,2023,370,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
333,south west administration,395,95423792205.0,3.1,43.65,2023,190,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
334,south west administration,395,95423792205.0,3.1,43.65,2023,46,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
335,south west administration,395,95423792205.0,3.1,43.65,2023,25,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
336,south west administration,395,95423792205.0,3.1,43.65,2023,30000,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
337,south west administration,395,95423792205.0,3.1,43.65,2023,170,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
338,south west administration,395,95423792205.0,3.1,43.65,2023,1600,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
339,south west administration,395,95423792205.0,3.1,43.65,2023,69000,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
340,south west administration,395,95423792205.0,3.1,43.65,2023,32000,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
341,south west administration,395,95423792205.0,3.1,43.65,2023,51,Drought,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
342,south west administration,395,95423792205.0,3.1,43.65,2023,490,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
343,south west administration,395,95423792205.0,3.1,43.65,2023,3000,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
344,south west administration,395,95423792205.0,3.1,43.65,2023,7700,Flood,698.5,170.0,8016.5,85.0,0.0,93.0,2.0,0.0,184.0,Somalia,4847201.715722205,45,50.79657393314351,385720.6654,386206.6167,491177.6874,SOM,11679800110.1523
345,banadir,60,214648334.4,2.0469,45.3182,2021,110,Flood,400.9,232.0,8422.2,75.0,2.0,0.0,0.0,0.0,180.0,Somalia,2216337.1487325444,3,10325.433714302068,422337.4043,423269.9872,516470.8073,SOM,9838711529.45848
346,banadir,60,214648334.4,2.0469,45.3182,2021,2100,Flood,400.9,232.0,8422.2,75.0,2.0,0.0,0.0,0.0,180.0,Somalia,2216337.1487325444,3,10325.433714302068,422337.4043,423269.9872,516470.8073,SOM,9838711529.45848
347,banadir,60,214648334.4,2.0469,45.3182,2021,110,Flood,400.9,232.0,8422.2,75.0,2.0,0.0,0.0,0.0,180.0,Somalia,2216337.1487325444,3,10325.433714302068,422337.4043,423269.9872,516470.8073,SOM,9838711529.45848
348,banadir,60,214648334.4,2.0469,45.3182,2023,1500,Flood,652.6,131.0,8803.3,76.0,0.0,0.0,34.0,0.0,187.0,Somalia,2358165.549638525,3,10986.181449906117,422337.4043,423269.9872,516470.8073,SOM,11679800110.1523
